epoch: [0/1000], training loss: 3.169323484102885, train accuracy: 0.6185089945793152, test loss: 5.106578350067139, test accuracy: 0.6267857551574707
epoch: [399/1000], training loss: 0.015506011278678974, train accuracy: 0.9553813934326172, test loss: 0.2873278558254242, test accuracy: 0.8747023940086365
epoch: [400/1000], training loss: 0.01627819235317218, train accuracy: 0.9547033309936523, test loss: 0.2994984984397888, test accuracy: 0.8764881491661072
epoch: [401/1000], training loss: 0.022490345049076356, train accuracy: 0.9472283124923706, test loss: 0.3049386441707611, test accuracy: 0.8770833015441895
epoch: [402/1000], training loss: 0.016022689425601408, train accuracy: 0.9572666883468628, test loss: 0.2831045687198639, test accuracy: 0.8791667222976685
epoch: [403/1000], training loss: 0.016239964785293128, train accuracy: 0.9516934752464294, test loss: 0.2842015027999878, test accuracy: 0.870238184928894
epoch: [404/1000], training loss: 0.020753530880961664, train accuracy: 0.9397532939910889, test loss: 0.30729806423187256, test accuracy: 0.8812500238418579
epoch: [405/1000], training loss: 0.013621552381664515, train accuracy: 0.9584242701530457, test loss: 0.20995759963989258, test accuracy: 0.8848214149475098
epoch: [406/1000], training loss: 0.010008188107838998, train accuracy: 0.9673546552658081, test loss: 0.34332868456840515, test accuracy: 0.8910714983940125
epoch: [407/1000], training loss: 0.0075166829240818816, train accuracy: 0.9763180613517761, test loss: 0.3522537350654602, test accuracy: 0.8889881372451782
epoch: [408/1000], training loss: 0.006992298554485807, train accuracy: 0.9780380129814148, test loss: 0.3200227618217468, test accuracy: 0.8907737731933594
epoch: [409/1000], training loss: 0.005945106007110996, train accuracy: 0.9811967611312866, test loss: 0.29202690720558167, test accuracy: 0.8901786208152771
epoch: [410/1000], training loss: 0.00501854847280834, train accuracy: 0.983726978302002, test loss: 0.291248083114624, test accuracy: 0.8895832896232605
epoch: [411/1000], training loss: 0.004560288513461366, train accuracy: 0.9866375923156738, test loss: 0.2975042462348938, test accuracy: 0.8904762268066406
epoch: [412/1000], training loss: 0.003972973901396379, train accuracy: 0.9879605770111084, test loss: 0.283760666847229, test accuracy: 0.8898810148239136
epoch: [413/1000], training loss: 0.003961804143797893, train accuracy: 0.9884732961654663, test loss: 0.27157267928123474, test accuracy: 0.8922619223594666
epoch: [414/1000], training loss: 0.005356095450667617, train accuracy: 0.9847192168235779, test loss: 0.28188303112983704, test accuracy: 0.8922619819641113
epoch: [415/1000], training loss: 0.005079898935479996, train accuracy: 0.9844050407409668, test loss: 0.2872053384780884, test accuracy: 0.8907737731933594
epoch: [416/1000], training loss: 0.004852140793958917, train accuracy: 0.9860256910324097, test loss: 0.3362646996974945, test accuracy: 0.8901785612106323
epoch: [417/1000], training loss: 0.0068897960337404255, train accuracy: 0.9822385311126709, test loss: 0.2785109281539917, test accuracy: 0.8863095045089722
epoch: [418/1000], training loss: 0.01072608378644173, train accuracy: 0.9724482297897339, test loss: 0.31087762117385864, test accuracy: 0.8889880180358887
epoch: [419/1000], training loss: 0.012745273932336997, train accuracy: 0.9672884941101074, test loss: 0.23664017021656036, test accuracy: 0.8928571939468384
epoch: [420/1000], training loss: 0.019097603833637178, train accuracy: 0.9556460380554199, test loss: 0.539080798625946, test accuracy: 0.8755952715873718
epoch: [421/1000], training loss: 0.027380614063869685, train accuracy: 0.9399352073669434, test loss: 0.46900713443756104, test accuracy: 0.8684524297714233
epoch: [422/1000], training loss: 0.02992223367954676, train accuracy: 0.9292353391647339, test loss: 0.23438578844070435, test accuracy: 0.8610119223594666
epoch: [423/1000], training loss: 0.02536234839891012, train accuracy: 0.9396540522575378, test loss: 0.3232143521308899, test accuracy: 0.8797618746757507
epoch: [424/1000], training loss: 0.029217015211589824, train accuracy: 0.9310213923454285, test loss: 0.34768784046173096, test accuracy: 0.863095223903656
epoch: [425/1000], training loss: 0.029552693048921917, train accuracy: 0.9199742674827576, test loss: 0.3647232949733734, test accuracy: 0.8663691282272339
epoch: [426/1000], training loss: 0.03286388791046846, train accuracy: 0.9295495748519897, test loss: 0.22515256702899933, test accuracy: 0.8761905431747437
epoch: [427/1000], training loss: 0.04602742730042873, train accuracy: 0.9155256152153015, test loss: 0.29802584648132324, test accuracy: 0.8589286208152771
epoch: [428/1000], training loss: 0.05534563337763151, train accuracy: 0.9012701511383057, test loss: 0.2804846167564392, test accuracy: 0.8559524416923523
epoch: [429/1000], training loss: 0.06944143299299937, train accuracy: 0.8657472133636475, test loss: 1.0936634540557861, test accuracy: 0.8315476179122925
epoch: [430/1000], training loss: 0.05500285098185906, train accuracy: 0.8804823160171509, test loss: 0.5562057495117188, test accuracy: 0.868154764175415
epoch: [431/1000], training loss: 0.04562406991727841, train accuracy: 0.8990540504455566, test loss: 0.28625017404556274, test accuracy: 0.8666666746139526
epoch: [432/1000], training loss: 0.04226299762152708, train accuracy: 0.9041973352432251, test loss: 0.3812209963798523, test accuracy: 0.8708333373069763
epoch: [433/1000], training loss: 0.03474230878055096, train accuracy: 0.9182378053665161, test loss: 0.5830228328704834, test accuracy: 0.8589286208152771
epoch: [434/1000], training loss: 0.033493274345229834, train accuracy: 0.9217603206634521, test loss: 0.15108045935630798, test accuracy: 0.8767856955528259
epoch: [435/1000], training loss: 0.022108671398690112, train accuracy: 0.9322617053985596, test loss: 0.316192090511322, test accuracy: 0.8827381134033203
epoch: [436/1000], training loss: 0.012952353017261395, train accuracy: 0.9524046182632446, test loss: 0.2335425168275833, test accuracy: 0.8931547999382019
epoch: [437/1000], training loss: 0.0088615885649163, train accuracy: 0.9648905992507935, test loss: 0.2687598764896393, test accuracy: 0.8952381014823914
epoch: [438/1000], training loss: 0.006072070455560699, train accuracy: 0.9769630432128906, test loss: 0.27909332513809204, test accuracy: 0.8925595283508301
epoch: [439/1000], training loss: 0.004771857026916666, train accuracy: 0.9824535846710205, test loss: 0.2553865313529968, test accuracy: 0.8964285850524902
epoch: [440/1000], training loss: 0.004030293008933465, train accuracy: 0.9867037534713745, test loss: 0.2675398588180542, test accuracy: 0.8979167342185974
epoch: [441/1000], training loss: 0.0035624773575900458, train accuracy: 0.9893497824668884, test loss: 0.26996907591819763, test accuracy: 0.8973214030265808
epoch: [442/1000], training loss: 0.0033710797568066763, train accuracy: 0.9907389879226685, test loss: 0.28399041295051575, test accuracy: 0.8964285850524902
epoch: [443/1000], training loss: 0.0031675597031911216, train accuracy: 0.9912847280502319, test loss: 0.2773020565509796, test accuracy: 0.8961310386657715
epoch: [444/1000], training loss: 0.003025730564378393, train accuracy: 0.992243766784668, test loss: 0.2801305055618286, test accuracy: 0.8991071581840515
epoch: [445/1000], training loss: 0.0028952233738098773, train accuracy: 0.9923596382141113, test loss: 0.28573381900787354, test accuracy: 0.8973214626312256
epoch: [446/1000], training loss: 0.003130836397385559, train accuracy: 0.99222731590271, test loss: 0.26914680004119873, test accuracy: 0.8955358266830444
epoch: [447/1000], training loss: 0.0037362200494569084, train accuracy: 0.9900774359703064, test loss: 0.2710683345794678, test accuracy: 0.8964285850524902
epoch: [448/1000], training loss: 0.0035609728656709194, train accuracy: 0.9900608062744141, test loss: 0.2665368914604187, test accuracy: 0.8988096117973328
epoch: [449/1000], training loss: 0.0034718419908760833, train accuracy: 0.990308940410614, test loss: 0.2732964754104614, test accuracy: 0.9005951881408691
epoch: [450/1000], training loss: 0.003483816258943616, train accuracy: 0.9907223582267761, test loss: 0.28650203347206116, test accuracy: 0.8937500715255737
epoch: [451/1000], training loss: 0.003970707909992108, train accuracy: 0.9900774359703064, test loss: 0.2561197876930237, test accuracy: 0.8934523463249207
epoch: [452/1000], training loss: 0.004692099624289534, train accuracy: 0.9875305891036987, test loss: 0.31324338912963867, test accuracy: 0.8967262506484985
epoch: [453/1000], training loss: 0.004746444809895296, train accuracy: 0.98698490858078, test loss: 0.25979793071746826, test accuracy: 0.8964285850524902
epoch: [454/1000], training loss: 0.004501082913544125, train accuracy: 0.9877621531486511, test loss: 0.27435868978500366, test accuracy: 0.8973214626312256
epoch: [455/1000], training loss: 0.004374445338423054, train accuracy: 0.9883078932762146, test loss: 0.2877654731273651, test accuracy: 0.8979166746139526
epoch: [456/1000], training loss: 0.005035389829665804, train accuracy: 0.9863068461418152, test loss: 0.3118966519832611, test accuracy: 0.898809552192688
epoch: [457/1000], training loss: 0.005951664983653105, train accuracy: 0.9847357273101807, test loss: 0.2734043598175049, test accuracy: 0.8949405550956726
epoch: [458/1000], training loss: 0.004808146076706739, train accuracy: 0.9869353175163269, test loss: 0.3095085024833679, test accuracy: 0.9000000357627869
epoch: [459/1000], training loss: 0.00458798683487261, train accuracy: 0.9867533445358276, test loss: 0.2906511723995209, test accuracy: 0.8937500715255737
epoch: [460/1000], training loss: 0.00427058114646337, train accuracy: 0.9883575439453125, test loss: 0.24223044514656067, test accuracy: 0.8988096117973328
epoch: [461/1000], training loss: 0.01150855808877028, train accuracy: 0.9719356298446655, test loss: 0.23957884311676025, test accuracy: 0.8886904716491699
epoch: [462/1000], training loss: 0.02399984584786953, train accuracy: 0.9476747512817383, test loss: 0.2895154356956482, test accuracy: 0.8648809790611267
epoch: [463/1000], training loss: 0.05194289862918548, train accuracy: 0.9061653017997742, test loss: 0.24602174758911133, test accuracy: 0.8172618746757507
epoch: [464/1000], training loss: 0.42475178627631605, train accuracy: 0.7616094946861267, test loss: 1.5282243490219116, test accuracy: 0.7017857432365417
epoch: [465/1000], training loss: 0.8849253899011856, train accuracy: 0.7012304663658142, test loss: 2.9602458477020264, test accuracy: 0.6779762506484985
epoch: [466/1000], training loss: 0.7999034141882871, train accuracy: 0.6960376501083374, test loss: 1.311118721961975, test accuracy: 0.7428571581840515
epoch: [467/1000], training loss: 0.4390493413576713, train accuracy: 0.7502977252006531, test loss: 1.1576110124588013, test accuracy: 0.7723214626312256
epoch: [468/1000], training loss: 0.23065175650975642, train accuracy: 0.7898558378219604, test loss: 0.5805439949035645, test accuracy: 0.793749988079071
epoch: [469/1000], training loss: 0.1208119861399516, train accuracy: 0.8207978010177612, test loss: 0.42740488052368164, test accuracy: 0.8110119700431824
epoch: [470/1000], training loss: 0.07080588804987761, train accuracy: 0.844529390335083, test loss: 0.3752610683441162, test accuracy: 0.8205357789993286
epoch: [471/1000], training loss: 0.05249531662616974, train accuracy: 0.8621253967285156, test loss: 0.37287652492523193, test accuracy: 0.8333333730697632
epoch: [472/1000], training loss: 0.041071154129428744, train accuracy: 0.8724614977836609, test loss: 0.3130733370780945, test accuracy: 0.8374999761581421
epoch: [473/1000], training loss: 0.03380644679642641, train accuracy: 0.8821360468864441, test loss: 0.350577175617218, test accuracy: 0.8407738208770752
epoch: [474/1000], training loss: 0.028679723875262797, train accuracy: 0.8918105959892273, test loss: 0.29301613569259644, test accuracy: 0.8446428775787354
epoch: [475/1000], training loss: 0.025072589612159975, train accuracy: 0.9015843272209167, test loss: 0.30631202459335327, test accuracy: 0.8497023582458496
epoch: [476/1000], training loss: 0.02226556192796964, train accuracy: 0.9100019931793213, test loss: 0.3130375146865845, test accuracy: 0.856249988079071
epoch: [477/1000], training loss: 0.020550828641996935, train accuracy: 0.9151287078857422, test loss: 0.30446720123291016, test accuracy: 0.8520833849906921
epoch: [478/1000], training loss: 0.018724342258885886, train accuracy: 0.9202057719230652, test loss: 0.30004867911338806, test accuracy: 0.8574404716491699
epoch: [479/1000], training loss: 0.017043785598033514, train accuracy: 0.9262419939041138, test loss: 0.2943442463874817, test accuracy: 0.8601190447807312
epoch: [480/1000], training loss: 0.015884694810479116, train accuracy: 0.9305253028869629, test loss: 0.29742568731307983, test accuracy: 0.860714316368103
epoch: [481/1000], training loss: 0.014826472609853134, train accuracy: 0.9348582029342651, test loss: 0.3143925070762634, test accuracy: 0.8613095283508301
epoch: [482/1000], training loss: 0.013897895645827819, train accuracy: 0.9395713806152344, test loss: 0.2940741181373596, test accuracy: 0.8583333492279053
epoch: [483/1000], training loss: 0.013146456426534897, train accuracy: 0.9423000812530518, test loss: 0.3059021830558777, test accuracy: 0.8592262268066406
epoch: [484/1000], training loss: 0.01268088156118607, train accuracy: 0.9445161819458008, test loss: 0.3010864555835724, test accuracy: 0.8633928298950195
epoch: [485/1000], training loss: 0.01196366068548881, train accuracy: 0.9482536315917969, test loss: 0.3084975481033325, test accuracy: 0.8625000715255737
epoch: [486/1000], training loss: 0.011383481108798431, train accuracy: 0.9513958692550659, test loss: 0.31095701456069946, test accuracy: 0.8604167699813843
epoch: [487/1000], training loss: 0.01075380166562704, train accuracy: 0.9543064832687378, test loss: 0.30801936984062195, test accuracy: 0.8657738566398621
epoch: [488/1000], training loss: 0.01044532959946455, train accuracy: 0.9562082290649414, test loss: 0.3130066394805908, test accuracy: 0.8624999523162842
epoch: [489/1000], training loss: 0.010062170907472953, train accuracy: 0.9586724042892456, test loss: 0.30241823196411133, test accuracy: 0.8613095283508301
epoch: [490/1000], training loss: 0.010131794720506057, train accuracy: 0.9583911895751953, test loss: 0.2996419072151184, test accuracy: 0.8648809790611267
epoch: [491/1000], training loss: 0.009829089511185884, train accuracy: 0.9593504667282104, test loss: 0.33127841353416443, test accuracy: 0.8633928298950195
epoch: [492/1000], training loss: 0.009625091480138974, train accuracy: 0.9605907201766968, test loss: 0.30452001094818115, test accuracy: 0.8639881014823914
epoch: [493/1000], training loss: 0.009329641954256939, train accuracy: 0.96270751953125, test loss: 0.29701003432273865, test accuracy: 0.8636904954910278
epoch: [494/1000], training loss: 0.00985227781944932, train accuracy: 0.9626744985580444, test loss: 0.30339938402175903, test accuracy: 0.8666666746139526
epoch: [495/1000], training loss: 0.009583987928449344, train accuracy: 0.9633855819702148, test loss: 0.318345308303833, test accuracy: 0.8639881014823914
epoch: [496/1000], training loss: 0.010161437786733493, train accuracy: 0.9631375670433044, test loss: 0.2993866503238678, test accuracy: 0.8642857074737549
epoch: [497/1000], training loss: 0.009421887712027783, train accuracy: 0.9649567008018494, test loss: 0.30912157893180847, test accuracy: 0.8675596117973328
epoch: [498/1000], training loss: 0.00918193819383398, train accuracy: 0.9663459062576294, test loss: 0.3437175452709198, test accuracy: 0.8627976179122925
epoch: [499/1000], training loss: 0.010640204884111881, train accuracy: 0.9631375670433044, test loss: 0.31043267250061035, test accuracy: 0.8663691282272339
epoch: [500/1000], training loss: 0.009100900067446323, train accuracy: 0.9668089151382446, test loss: 0.30209213495254517, test accuracy: 0.8663691282272339
epoch: [501/1000], training loss: 0.007702767526587615, train accuracy: 0.9710260629653931, test loss: 0.3225989043712616, test accuracy: 0.8622024059295654
epoch: [502/1000], training loss: 0.007429213549655218, train accuracy: 0.9716709852218628, test loss: 0.305317223072052, test accuracy: 0.8687500357627869
epoch: [503/1000], training loss: 0.007570292860365067, train accuracy: 0.9741020202636719, test loss: 0.3470923900604248, test accuracy: 0.8663690090179443
epoch: [504/1000], training loss: 0.007875393735817991, train accuracy: 0.9720513224601746, test loss: 0.2979932725429535, test accuracy: 0.867559552192688
epoch: [505/1000], training loss: 0.00836671913902347, train accuracy: 0.9715718030929565, test loss: 0.31614869832992554, test accuracy: 0.8687499761581421
epoch: [506/1000], training loss: 0.0070095986175613524, train accuracy: 0.9744989275932312, test loss: 0.3283045291900635, test accuracy: 0.867559552192688
epoch: [507/1000], training loss: 0.007279932534751983, train accuracy: 0.9751935005187988, test loss: 0.300944447517395, test accuracy: 0.8684524297714233
epoch: [508/1000], training loss: 0.006698098415747667, train accuracy: 0.9775584936141968, test loss: 0.3267727494239807, test accuracy: 0.8642858266830444
epoch: [509/1000], training loss: 0.0061357040137339095, train accuracy: 0.9787987470626831, test loss: 0.29019904136657715, test accuracy: 0.8687500357627869
epoch: [510/1000], training loss: 0.005819017819773693, train accuracy: 0.9806674718856812, test loss: 0.3092953562736511, test accuracy: 0.8642857074737549
epoch: [511/1000], training loss: 0.0057038532761044996, train accuracy: 0.9811801314353943, test loss: 0.30629754066467285, test accuracy: 0.8684524297714233
epoch: [512/1000], training loss: 0.005569644708138628, train accuracy: 0.9817589521408081, test loss: 0.2919510006904602, test accuracy: 0.8669642806053162
epoch: [513/1000], training loss: 0.005490246622894819, train accuracy: 0.9822220802307129, test loss: 0.30011141300201416, test accuracy: 0.869940459728241
epoch: [514/1000], training loss: 0.0055658038204106, train accuracy: 0.982437014579773, test loss: 0.3130144774913788, test accuracy: 0.8693453073501587
epoch: [515/1000], training loss: 0.006916242932232144, train accuracy: 0.9791460037231445, test loss: 0.304740846157074, test accuracy: 0.8693451881408691
epoch: [516/1000], training loss: 0.007644728960421605, train accuracy: 0.9747304320335388, test loss: 0.31204792857170105, test accuracy: 0.8720238208770752
epoch: [517/1000], training loss: 0.008414772912286796, train accuracy: 0.9710260629653931, test loss: 0.43953627347946167, test accuracy: 0.8723214864730835
epoch: [518/1000], training loss: 0.011605534559259048, train accuracy: 0.9661474227905273, test loss: 0.3161132335662842, test accuracy: 0.8669643402099609
epoch: [519/1000], training loss: 0.014438230365228195, train accuracy: 0.9594165682792664, test loss: 0.33953818678855896, test accuracy: 0.8651785850524902
epoch: [520/1000], training loss: 0.01463033939496829, train accuracy: 0.9588874578475952, test loss: 0.3335636258125305, test accuracy: 0.867559552192688
epoch: [521/1000], training loss: 0.019114797946829826, train accuracy: 0.948485255241394, test loss: 0.3759657144546509, test accuracy: 0.8717262148857117
epoch: [522/1000], training loss: 0.01752921001603588, train accuracy: 0.9559767246246338, test loss: 0.33293992280960083, test accuracy: 0.8663691282272339
epoch: [523/1000], training loss: 0.019857280147381317, train accuracy: 0.9499901533126831, test loss: 0.34744131565093994, test accuracy: 0.8616071939468384
epoch: [524/1000], training loss: 0.027266866384217374, train accuracy: 0.9364457130432129, test loss: 0.366421103477478, test accuracy: 0.8660714030265808
epoch: [525/1000], training loss: 0.03207888444646811, train accuracy: 0.9326752424240112, test loss: 0.2972037196159363, test accuracy: 0.8511905074119568
epoch: [526/1000], training loss: 0.021128158705929916, train accuracy: 0.9412416815757751, test loss: 0.5475574731826782, test accuracy: 0.853273868560791
epoch: [527/1000], training loss: 0.02226572758398759, train accuracy: 0.9379507303237915, test loss: 0.3594517409801483, test accuracy: 0.8693453073501587
epoch: [528/1000], training loss: 0.02005557247843498, train accuracy: 0.9506351351737976, test loss: 0.3286857008934021, test accuracy: 0.8553571701049805
epoch: [529/1000], training loss: 0.0218481021001935, train accuracy: 0.9403486251831055, test loss: 0.18696478009223938, test accuracy: 0.8651785850524902
epoch: [530/1000], training loss: 0.01536097239034298, train accuracy: 0.9569358825683594, test loss: 0.48094597458839417, test accuracy: 0.8669642806053162
epoch: [531/1000], training loss: 0.0097343834140935, train accuracy: 0.968032717704773, test loss: 0.25020694732666016, test accuracy: 0.8729166984558105
epoch: [532/1000], training loss: 0.007955284359363409, train accuracy: 0.9735562801361084, test loss: 0.2808573842048645, test accuracy: 0.8764880895614624
epoch: [533/1000], training loss: 0.007037758051107327, train accuracy: 0.9787987470626831, test loss: 0.24219566583633423, test accuracy: 0.8672618865966797
epoch: [534/1000], training loss: 0.006687328798505358, train accuracy: 0.9780710935592651, test loss: 0.32887494564056396, test accuracy: 0.8758928775787354
epoch: [535/1000], training loss: 0.006129572962004787, train accuracy: 0.9812793731689453, test loss: 0.2529434859752655, test accuracy: 0.8773810267448425
epoch: [536/1000], training loss: 0.00831084668588562, train accuracy: 0.9759211540222168, test loss: 0.35773634910583496, test accuracy: 0.8752976655960083
epoch: [537/1000], training loss: 0.01015949396129984, train accuracy: 0.9708606600761414, test loss: 0.21699677407741547, test accuracy: 0.8735119700431824
epoch: [538/1000], training loss: 0.011115739229493417, train accuracy: 0.968595027923584, test loss: 0.4165750741958618, test accuracy: 0.8741072416305542
epoch: [539/1000], training loss: 0.011160403143805571, train accuracy: 0.9657504558563232, test loss: 0.2389218807220459, test accuracy: 0.8791667222976685
epoch: [540/1000], training loss: 0.009468519415419836, train accuracy: 0.9716544151306152, test loss: 0.3321525454521179, test accuracy: 0.8723214864730835
epoch: [541/1000], training loss: 0.009183952525162544, train accuracy: 0.9740192890167236, test loss: 0.28338971734046936, test accuracy: 0.8690476417541504
epoch: [542/1000], training loss: 0.010844550871600708, train accuracy: 0.9690084457397461, test loss: 0.38474664092063904, test accuracy: 0.879464328289032
epoch: [543/1000], training loss: 0.011344616074497119, train accuracy: 0.9683303833007812, test loss: 0.31105470657348633, test accuracy: 0.8788690567016602
epoch: [544/1000], training loss: 0.010642338639650589, train accuracy: 0.9712409973144531, test loss: 0.32024604082107544, test accuracy: 0.8791667222976685
epoch: [545/1000], training loss: 0.012779043688892554, train accuracy: 0.9691076278686523, test loss: 0.2628403604030609, test accuracy: 0.8678571581840515
epoch: [546/1000], training loss: 0.016709162208896417, train accuracy: 0.9613680243492126, test loss: 0.3962411880493164, test accuracy: 0.8672618865966797
epoch: [547/1000], training loss: 0.0260778782554926, train accuracy: 0.9465171694755554, test loss: 0.25230276584625244, test accuracy: 0.8729166984558105
epoch: [548/1000], training loss: 0.02053531041989724, train accuracy: 0.9421677589416504, test loss: 0.24933621287345886, test accuracy: 0.8693451881408691
epoch: [549/1000], training loss: 0.017231610245429553, train accuracy: 0.9510320425033569, test loss: 0.16150540113449097, test accuracy: 0.872619092464447
epoch: [550/1000], training loss: 0.01442912121852621, train accuracy: 0.9562413096427917, test loss: 0.45057329535484314, test accuracy: 0.8732142448425293
epoch: [551/1000], training loss: 0.013928163128021436, train accuracy: 0.9630879759788513, test loss: 0.2790262699127197, test accuracy: 0.8806548118591309
epoch: [552/1000], training loss: 0.013998272279516244, train accuracy: 0.9613184332847595, test loss: 0.3201492726802826, test accuracy: 0.874404788017273
epoch: [553/1000], training loss: 0.017151619737538006, train accuracy: 0.9513296484947205, test loss: 0.3173639476299286, test accuracy: 0.8779761791229248
epoch: [554/1000], training loss: 0.018538208487324227, train accuracy: 0.9506516456604004, test loss: 0.3352099061012268, test accuracy: 0.8714286684989929
epoch: [555/1000], training loss: 0.014162107752874875, train accuracy: 0.9592511653900146, test loss: 0.2636732757091522, test accuracy: 0.8755952715873718
epoch: [556/1000], training loss: 0.022049656567665245, train accuracy: 0.9554475545883179, test loss: 0.23056955635547638, test accuracy: 0.8806547522544861
epoch: [557/1000], training loss: 0.02287940690532709, train accuracy: 0.9492624998092651, test loss: 0.3421240746974945, test accuracy: 0.8729166984558105
epoch: [558/1000], training loss: 0.044474219712309346, train accuracy: 0.9256796836853027, test loss: 0.3172481656074524, test accuracy: 0.8708333373069763
epoch: [559/1000], training loss: 0.042743417219473764, train accuracy: 0.9116227030754089, test loss: 0.5154426693916321, test accuracy: 0.867559552192688
epoch: [560/1000], training loss: 0.035708743696793534, train accuracy: 0.9184527397155762, test loss: 0.3567512333393097, test accuracy: 0.8672618865966797
epoch: [561/1000], training loss: 0.02555843182385732, train accuracy: 0.9369750022888184, test loss: 0.31898874044418335, test accuracy: 0.8711309432983398
epoch: [562/1000], training loss: 0.021218649780329984, train accuracy: 0.9411093592643738, test loss: 0.2183597981929779, test accuracy: 0.8788690567016602
epoch: [563/1000], training loss: 0.015219956731949097, train accuracy: 0.9556128978729248, test loss: 0.35574644804000854, test accuracy: 0.883928656578064
epoch: [564/1000], training loss: 0.01303575080461227, train accuracy: 0.962128758430481, test loss: 0.24585749208927155, test accuracy: 0.8851190805435181
epoch: [565/1000], training loss: 0.008358610280526754, train accuracy: 0.975061297416687, test loss: 0.2825707197189331, test accuracy: 0.875
epoch: [566/1000], training loss: 0.006973014004194202, train accuracy: 0.976020336151123, test loss: 0.3041989207267761, test accuracy: 0.8836309313774109
epoch: [567/1000], training loss: 0.0059366663499997975, train accuracy: 0.9817754626274109, test loss: 0.2511289119720459, test accuracy: 0.8877977132797241
epoch: [568/1000], training loss: 0.006580715999007225, train accuracy: 0.9820401072502136, test loss: 0.2620519995689392, test accuracy: 0.8892857432365417
epoch: [569/1000], training loss: 0.006592804900346658, train accuracy: 0.9823708534240723, test loss: 0.30938687920570374, test accuracy: 0.884523868560791
epoch: [570/1000], training loss: 0.0074033283341962556, train accuracy: 0.9735893607139587, test loss: 0.25449052453041077, test accuracy: 0.8869048357009888
epoch: [571/1000], training loss: 0.006783312174658745, train accuracy: 0.9784845113754272, test loss: 0.26953309774398804, test accuracy: 0.8907737731933594
epoch: [572/1000], training loss: 0.004892649714094706, train accuracy: 0.9862903356552124, test loss: 0.28344523906707764, test accuracy: 0.8827381134033203
epoch: [573/1000], training loss: 0.0044535849458323075, train accuracy: 0.9875967502593994, test loss: 0.31376028060913086, test accuracy: 0.8910714387893677
epoch: [574/1000], training loss: 0.0048438359040002795, train accuracy: 0.9869683980941772, test loss: 0.2700309157371521, test accuracy: 0.8863095641136169
epoch: [575/1000], training loss: 0.005086808799742124, train accuracy: 0.9866706728935242, test loss: 0.290493905544281, test accuracy: 0.8863095641136169
epoch: [576/1000], training loss: 0.006066168353964503, train accuracy: 0.983677327632904, test loss: 0.23994943499565125, test accuracy: 0.8889881372451782
epoch: [577/1000], training loss: 0.004889927971630524, train accuracy: 0.9862406253814697, test loss: 0.29447826743125916, test accuracy: 0.8940476179122925
epoch: [578/1000], training loss: 0.004825490807445767, train accuracy: 0.9872991442680359, test loss: 0.2851616144180298, test accuracy: 0.8866071701049805
epoch: [579/1000], training loss: 0.005169651333768017, train accuracy: 0.9869186878204346, test loss: 0.26654744148254395, test accuracy: 0.887499988079071
epoch: [580/1000], training loss: 0.006168982306590829, train accuracy: 0.9827842712402344, test loss: 0.2848118543624878, test accuracy: 0.8860119581222534
epoch: [581/1000], training loss: 0.005984488277672193, train accuracy: 0.9839088320732117, test loss: 0.2461218237876892, test accuracy: 0.8901786208152771
epoch: [582/1000], training loss: 0.005325351352206407, train accuracy: 0.9850499629974365, test loss: 0.3256657123565674, test accuracy: 0.8889881372451782
epoch: [583/1000], training loss: 0.00459882705950011, train accuracy: 0.9868194460868835, test loss: 0.3060076832771301, test accuracy: 0.8904762268066406
epoch: [584/1000], training loss: 0.004641658739927106, train accuracy: 0.9875470995903015, test loss: 0.2520804703235626, test accuracy: 0.8872024416923523
epoch: [585/1000], training loss: 0.004899238725789847, train accuracy: 0.9869352579116821, test loss: 0.30242031812667847, test accuracy: 0.8925595283508301
epoch: [586/1000], training loss: 0.007265846525581601, train accuracy: 0.9832639098167419, test loss: 0.29477256536483765, test accuracy: 0.8821429014205933
epoch: [587/1000], training loss: 0.011572947403272757, train accuracy: 0.9713733196258545, test loss: 0.2710261344909668, test accuracy: 0.879464328289032
epoch: [588/1000], training loss: 0.015097607345057603, train accuracy: 0.9615334272384644, test loss: 0.19059348106384277, test accuracy: 0.8851190805435181
epoch: [589/1000], training loss: 0.01819089697435116, train accuracy: 0.9503704905509949, test loss: 0.6981791257858276, test accuracy: 0.8738095164299011
epoch: [590/1000], training loss: 0.022428919011965778, train accuracy: 0.9474433660507202, test loss: 0.30121907591819763, test accuracy: 0.8696429133415222
epoch: [591/1000], training loss: 0.022218586614307683, train accuracy: 0.9458391666412354, test loss: 0.25401341915130615, test accuracy: 0.8848214149475098
epoch: [592/1000], training loss: 0.016407003459066916, train accuracy: 0.9513627886772156, test loss: 0.2885081171989441, test accuracy: 0.8815476298332214
epoch: [593/1000], training loss: 0.018157695706647176, train accuracy: 0.9525534510612488, test loss: 0.2815147638320923, test accuracy: 0.8791667222976685
epoch: [594/1000], training loss: 0.0221745022572577, train accuracy: 0.9470133185386658, test loss: 0.40254008769989014, test accuracy: 0.8729166984558105
epoch: [595/1000], training loss: 0.019802688334423762, train accuracy: 0.9448469877243042, test loss: 0.39323097467422485, test accuracy: 0.879464328289032
epoch: [596/1000], training loss: 0.030063168444217015, train accuracy: 0.938612163066864, test loss: 0.2244335561990738, test accuracy: 0.8586310148239136
epoch: [597/1000], training loss: 0.16911626941500565, train accuracy: 0.8264702558517456, test loss: 1.003411054611206, test accuracy: 0.7485119700431824
